"","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Namibia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","48.60486","40.27514","36.83715","34.86197","32.72621","37.38537","35.71991","30.53142","33.36481","33.88813","29.16015","26.08763","25.43829","22.69595","24.20776","21.75547","21.19794","21.79870","22.67776","21.35261","23.47217","26.47367","27.09476","24.04608","25.08061","24.78350","30.12276","31.81277","34.19056","28.75195","27.42907","29.32889","29.98075","26.54834","26.63010","27.56365","27.51340","26.07702","26.86990","27.05058","25.81873","24.44760","27.07308","30.01921"
"New.Caledonia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","23.30979","24.09316","20.64052","20.29284","19.48994","20.20948","19.11846","19.61118","19.56809","21.63182","24.11925","20.63823","21.50970","23.36467","24.88882","24.49902","27.91384","31.84962","23.93106","22.59146","26.16237","25.30648","22.77912","22.58251","23.93171","22.10004","20.16112","21.24658"," 0.00000","22.32673"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"Niger"," 3.885888"," 3.446358"," 3.519692"," 3.613644"," 3.599344"," 3.471823"," 3.720609"," 4.433749"," 4.854986"," 5.244529"," 6.941478"," 7.397424"," 8.101613"," 9.377782"," 7.734984","11.013402","12.879579","13.987645","14.957165","18.740531","22.943397","19.155788","17.254903","20.244505","21.597494","20.920890","21.838032","18.700641","17.358657","17.546383","27.565358","25.798130","24.159514","22.153223","23.515830","21.214447","21.183227","20.795886","18.601547","17.565073","18.098379","17.209072","16.539330","17.308752","17.753467","16.327488","16.626569","19.674986","21.254562","22.339757","23.000341","22.779511","26.537240","26.046502","23.605960","22.538329","21.245195","21.072154","19.697678","20.586180","20.238785","20.834282","18.888513","20.193099"
"Nigeria"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","39.24509","34.80921","34.11844","30.34592","33.46660","32.83078","32.88690","32.61487","35.39181","35.41033","36.96557","37.70961","33.17434","31.31839","36.54049","37.44548","35.24885","28.70244","29.36369","33.82300","28.27627","23.04084","26.00241","28.39004","28.20158","25.75164","24.34472","24.71425","21.23676","25.31745","28.27780","27.07302","25.74232","24.64361","20.16078","18.17313","22.31512","25.73331","27.38254","28.22051","31.40753","30.77557","32.58441"
"Nicaragua"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","19.76264","20.09052","20.00962","19.43649","19.23264","20.26065","20.15533","21.49934","21.46228","20.59476","21.39699","20.96656","20.87464","20.72712","21.96389","21.07695","21.96876","23.15747","24.54787","25.38734","25.09865","25.73489","25.79491","24.81727","24.99513","24.28069","25.48173","27.19409","26.14426","27.30923"
"Netherlands"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","32.90305","32.62232","32.02968","31.75065","30.98954","32.93523","30.11178","30.08836","29.15121","28.22896","28.30821","28.81120","29.25028","28.37091","27.89969","29.02527","29.20652","26.99850","25.67636","25.80168","25.69426","25.50312","25.15608","24.23411","23.81579","23.39831","23.34198","22.96901","22.03917","21.68377","20.99618","21.09971","21.28666","20.51119","20.03298","19.95511","20.27979","20.47225","20.43130","20.78370","19.58319","18.95332","19.32096","19.32267","18.68707","17.68188","17.41481","16.96407","17.12101","17.32410","17.11276","17.37948","17.70613","18.65640","18.74693"
"Norway"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","26.86660","26.12418","26.21413","26.32535","27.43136","28.83927","28.46537","28.27197","29.60305","32.09981","34.16845","34.05276","34.22593","35.02247","36.55442","35.69653","29.08429","28.57228","27.46836","29.20159","29.53014","28.40675","28.02127","27.59595","27.90039","28.79307","30.96878","31.47301","27.63149","29.60829","36.79983","35.56961","33.61632","33.81379","35.42609","38.38041","40.05630","37.61926","40.81159","34.86907","35.30948","37.62458","37.47658","36.27393","34.67384","31.59863","28.53062","30.49337","32.64461","29.82446","26.88317","37.90192","49.15819","38.97714"
"Nepal"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","10.853267"," 9.031698"," 9.820733","10.079464","10.356919","11.462135"," 9.140747"," 9.094416"," 9.589728"," 8.705498"," 7.863135"," 8.445440","10.538194","11.144334","11.204141","11.168687","11.528180","12.046599","11.993483","11.832953","14.272528","14.998923","14.961481","15.182170","15.654931","15.346755","16.447363","19.398302","19.520497","20.391726","21.273868","21.493052","21.400434","21.075969","20.441123","20.735570","16.660908","16.946825","16.971300","16.657320","16.467089","16.067967","15.873140","16.049987","15.066803","14.200762","13.393491","13.977162","13.798338","13.564565","13.161655","12.655418","12.862586","13.200640","13.010675","12.047320","11.792043","12.181228","12.053619"
"New.Zealand"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","35.47775","34.33689","33.87675","36.12265","34.36073","35.31939","35.67091","35.16074","34.63471","34.58856","36.03041","36.94014","36.00800","35.82147","33.68982","31.40821","28.77752","27.76994","27.70441","26.53592","25.98628","25.95902","25.96512","26.53753","25.72322","25.06207","24.81229","23.80975","24.05744","23.58998","23.10973","23.85838","23.25781","23.55217","23.94177","22.99540","22.96904","23.24266","21.40479","21.17565","20.99423","20.92334","20.28763","21.37545","21.15608","20.08867","20.46167","20.32184","20.27455","19.78036","18.96950"," 0.00000"," 0.00000"
"OECD.members"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","26.71672","26.07125","25.90684","25.96696","24.90687","24.20932","24.09954","24.22970","24.33074","24.54028","24.39766","24.11235","22.50835","22.97795","23.07090","22.86992","22.61425","22.55053","22.08484","21.76114","22.05347","22.16923","21.82280","21.32721","21.57384"," 0.00000"," 0.00000"
"Oman"," 0.00000"," 7.97546","23.38308","24.29907","23.98190","23.45133","25.61983","52.57732","73.82465","77.20000","77.24719","75.77938","71.02273","70.83825","82.51539","77.53387","69.73877","66.19137","61.78551","64.21869","69.36257","67.12798","63.29807","60.69930","59.09285","59.28991","51.34932","56.76899","46.42580","49.11477","47.49111","43.37340","42.83226","40.12537","39.60057","40.80924","43.33966","42.68702","43.78830","48.88795","56.16442","53.27181","52.82623","52.59040","53.36382","60.28537","60.29344","57.72070","63.59972","57.56516","63.27331","68.18725","67.53817","64.92869","62.05629","53.09854","47.94025","49.59440","53.89353","51.37923","47.14772","51.92697","58.61221","54.33818"
"Other.small.states"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","31.72251","30.58007","32.61351","28.37403","29.49996","31.61902","31.31219","30.30064","28.90239","26.13656","25.06438","25.26947","25.89751","25.64280","24.99041","26.52456","27.88746","25.11453"
"Pakistan","14.57376","15.65288","16.62850","18.10720","18.74042","18.44873","18.87722","17.89794","18.11416","19.94002","20.26554","21.11988","19.90745","20.15350","20.99158","20.63625","20.88920","20.76756","20.64264","21.48218","22.30516","20.13437","20.05806","19.89423","20.24359","20.22971","21.15573","21.63014","21.69520","21.20806","22.34424","22.93092","22.64499","22.59268","22.37046","21.32329","21.99438","21.55728","22.05302","22.10317","17.18363","17.59349","17.15889","17.38858","18.90715","19.93303","20.19912","19.94496","21.19555","20.33725","20.96502","21.18648","21.95837","20.89103","20.86599","19.60261","18.15012","18.09933","18.58905","19.56389","18.58946","18.89641","20.41260","20.67730"
"Panama"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","25.25873","25.28379","24.16934","25.89226","25.89533","27.62228","25.94333","24.11136","24.56167","24.67203","25.21714","24.56418","24.61850","22.96071","23.39184","25.77107","24.93145","24.25651","21.66225","20.82724","19.39281","21.57591","21.46625","22.66776","22.13233","22.59829","18.46442","17.67296","17.50373","18.92013","18.30156","16.40372","15.58684","16.76223","17.11432","16.94189","17.05902","17.39514","19.44228","18.84513","18.77406","19.37558","20.98125","24.41551","25.77790","26.57895","27.41582","28.25456","28.32646","28.41593","23.43878","26.36332","26.46614","27.82077"
"Peru","28.21752","27.67853","27.69962","26.01177","26.77049","26.37307","26.44346","27.74151","27.68332","28.25874","28.25355","28.47639","28.74853","30.20574","31.82214","28.77651","31.21129","61.84362","34.02698","35.83429"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","25.86903","26.27890","27.71000","29.15124","29.09789","28.86967","29.35154","28.47478","28.60137","29.03413","29.03516","29.44403","29.88935","32.65010","34.35667","37.45775","37.69898","36.32693","33.55168","35.77201","37.23610","35.53355","33.85944","31.70140","30.33788","30.55655","31.29788","31.62408","30.44920","30.31929","35.73533","35.00570","33.85852"
"Philippines","34.61021","35.18478","34.86567","35.49972","34.88190","34.44741","34.28329","34.90341","34.01010","33.62156","35.42647","35.97435","37.19431","37.88945","38.31983","38.84537","40.03927","40.75620","40.79657","41.40423","42.70493","43.11321","42.70074","43.09627","41.82423","38.83702","38.30495","38.16934","38.90651","38.63725","38.16862","37.66120","36.45779","36.29881","36.16371","35.66460","35.66403","35.66067","34.88317","33.55071","34.97528","34.89762","34.78344","34.54056","33.61870","33.81368","33.46259","33.00086","32.76529","31.52254","32.33956","31.33868","31.39949","30.77545","31.04744","30.48195","30.28592","30.12655","30.56374","30.32751","28.39992","28.88981","29.22124","28.18069"
"Palau"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","14.516123","18.047895","21.414744","17.517739","15.155092","13.399275","11.543233","10.801150"," 8.910842"," 8.761619"," 9.771313"," 8.529475"," 8.116660"," 7.800654"," 7.534077"," 7.977545","10.179619"," 8.193277"," 8.936950","11.240300","12.737875","11.698833","11.773147"," 9.871885"
"Papua.New.Guinea"," 0.00000","13.44922","14.23671","15.38149","15.70066","17.89782","20.33801","19.85294","18.53647","18.46811","22.10270","24.46339","28.26664","36.11020","34.86256","28.48596","25.11263","26.08394","25.41821","29.08244","26.84269","23.23935","23.23348","27.88798","23.56019","26.23242","28.37150","31.68202","34.16611","29.54656","30.41089","34.42422","39.74900","38.91229","32.31109","32.06451","34.81096","29.80253","31.35476","35.08643","39.32907","38.49062","34.90541","35.25167","36.99063"," 0.00000","35.36562","34.53980","34.38599","29.77164","33.16881","31.33622","27.57318","26.54055","32.78483","34.80493","34.72997","36.35986","36.92405","36.71108","33.04708","34.03955","40.27920","36.28780"
"Poland"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","33.74377","32.42444","31.67245","31.42819","30.48717","28.77184","27.35052","26.65472","27.51114","29.18528","29.05890","29.20219","29.27545","28.81653","29.96131","29.69750","30.39417","30.22817","28.67683","29.93512","30.99393","30.67349","28.80908","28.86146","28.83152","28.56695","28.48600","29.18148","30.05700"
"Pre.demographic.dividend"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","35.63065","32.17931","30.12160","27.90632","28.13088","27.94731","29.73239","29.38398","29.60657","51.58043","24.46593","26.55778","25.17909","26.66145","32.41339","33.46962","33.60722","29.29626","33.91931","38.71817","33.44938","30.57693","29.09122","31.02415","32.68275","32.53097","32.89059","34.82798","29.37672","32.38797","36.29814","35.92129","33.90486","31.95947","26.70878","25.78633","29.13635","32.37153","31.66993","28.63450","32.43200","35.47079","31.99962"
"Puerto.Rico","27.62575"," 0.00000"," 0.00000","31.01217","30.88115","31.20250","32.27567","32.11991","32.35152","31.77080","30.31561","32.20231","32.94253","33.75271","35.21237","34.54375","37.57108","36.57085","38.03224","37.66118","39.31671","39.06316","38.77250","38.81956","40.16365","40.62950","40.34567","41.20945","41.63641","41.31252","41.97404","41.60029","43.26051","44.15037","44.53368","44.25318","43.10353","42.66583","45.25463","40.33436","46.06187","48.33315","49.24571","49.00331","47.94334","47.23236","46.85990","46.77826","47.39823","49.40136","50.90124","49.78471","49.63846","49.26393","49.93392","50.93828","51.15151","50.22946","50.65577","50.84441","50.31693","50.48043","49.41356","49.06155"
"Portugal"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","24.81455","25.43941","25.71561","25.33649","24.86812","24.46157","24.14388","23.49699","22.62972","22.23696","21.38331","21.14765","21.15335","20.38628","19.85719","19.93353","19.33197","19.08676","18.88310","18.98504","19.59385","19.44818","19.24938","19.38204","18.88608","19.39453","19.31284","18.40324","18.14937"
"Paraguay"," 0.00000"," 0.00000","18.05611","17.99510","18.40720","18.12955","18.70514","19.45382","18.78419","19.12060","19.87332","19.97503","19.68029","19.81763","22.18329","20.54958","21.72991","22.90525","23.57026","22.85919","24.48047","25.20132","25.54081","26.36221","25.93707","26.16296","27.39306","27.80307","29.53930","30.29047","32.84141","36.69608","35.51082","33.20440","32.23118","31.72623","31.44931","31.17856","32.99201","35.12883","35.56353","38.56191","42.17103","40.27338","38.40529","39.28939","38.30579","37.10112","36.76885","37.38084","34.60392","34.03456","34.51410","33.23292","33.60808","34.58225","34.49678","34.39376","33.55618","33.48931","34.20430","34.67969","34.25397","32.35508"
"West.Bank.and.Gaza"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","33.14810","29.52358","26.58963","23.22996","22.98048","24.74480","21.49249","24.02278","20.06862","23.19052","19.98870","20.98445","18.35537","17.56796","17.33694","17.55816","18.62625","18.93421","20.23607","18.55869","17.97179","16.42524","17.26278","19.23177","19.28413","18.43289","17.02840","17.68513","17.39271"," 0.00000"
"Pacific.island.small.states"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","17.44430","18.21068","17.21495","17.17289","15.86595","15.20122","15.69089","16.82284","17.04529","16.25428","17.86854","17.78427","17.71561","17.94593","18.15641","18.07517","17.19979","17.12723","17.01766","16.29374","15.95705","16.46140","17.15643","17.53929","16.65106","17.36944","15.29414","15.07947","14.87276","15.23190","15.09817","14.92126","15.86530","15.32569","14.56177","14.06290","14.02387","14.70070","14.47519","14.16492","14.46230","14.67394","14.40932","13.96180","12.86449"
"Post.demographic.dividend"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","26.38180","25.70621","25.56728","25.61910","24.51643","23.80733","23.76430","23.84934","23.92288","24.04474","23.89003","23.58741","22.03338","22.45808","22.43062","22.20178","21.94945","21.88867","21.36574","21.08887","21.35915","21.47441","21.14831","20.64831","20.81433"," 0.00000"," 0.00000"
