"","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Russia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","46.59686","45.00357","45.86486","42.25027","40.52551","41.21529","34.53919","35.34670","34.68923","33.94403","33.49620","33.91897","31.83735","29.05639","28.65313","31.70222","32.62923","31.78026","31.22204","30.78688","29.32694","29.99959","29.41359","29.10287","28.19129","27.93153","29.79406","29.17391","30.67330","32.55430","32.15050","29.71712","31.40207","32.09554","30.64753"
"Rwanda"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 6.853493"," 6.770373"," 9.746803"," 9.494773"," 9.386326"," 8.594816"," 8.681961"," 9.427313"," 8.729509"," 9.205020","18.969112","18.894457","21.206199","22.122145","18.737652","21.548292","20.792564","21.734297","24.083860","23.238180","22.685809","23.083910","17.831430","17.136843","17.420151","24.624172","20.940050","18.703438","18.334829","21.170085","15.971187","18.085814","18.610066","18.702720","18.371723","16.819989","16.438328","16.391838","14.287322","14.585014","14.949820","15.832992","16.733482","16.263839","15.688581","16.328982","18.167845","18.225503","17.616856","17.551383","17.446663","16.836991","17.284223","17.349980","18.864746","18.638275","20.405132","21.269531","21.520294"
"South.Asia","18.93613","19.39569","20.11586","20.23711","19.90020","20.40492","19.73224","18.42233","19.04748","19.85890","20.12752","20.74340","20.91614","20.55643","21.56066","21.22441","23.24026","23.54173","23.89507","24.60219","24.58253","24.81873","24.85728","25.14878","25.46909","25.35743","25.60753","25.63142","25.60131","26.15046","26.23870","25.40604","25.74145","25.76281","26.54607","27.14291","26.53586","26.49889","26.23598","25.65287","25.27009","24.78560","25.68340","25.60828","27.17957","27.72010","28.94666","29.09225","29.25603","29.33687","29.18165","28.70728","28.18153","27.31494","26.76092","26.34968","26.01769","25.98698","26.02350","24.87973","25.26665","26.40030","25.68465","25.46290"
"Saudi.Arabia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","62.04298","61.11166","58.26928","65.32556","67.28580","69.69894","83.07860","71.73464","70.40940","66.83899","59.89753","64.54522","71.21858","70.49234","59.44923","48.99504","45.63334","40.92496","37.12068","39.36703","37.78361","41.66916","48.55343","48.26627","51.02261","47.34550","47.09677","48.47938","51.44979","50.17006","43.17670","46.82482","53.45028","50.78130","51.00264","53.96396","56.70562","61.73724","62.53699","62.69342","66.42934","54.64500","58.03152","63.17032","62.20831","59.34704","56.57513","44.63950","42.42390","44.94598","49.13401","46.04782","39.47054","44.17360","53.13661","46.97367"
"Sudan","12.570117","11.813058","11.654054","12.879915","12.970625","11.969035","15.380151","14.722173","14.378637","13.570651","12.566662","11.947791","11.797363","12.095194","12.266957","12.343694","11.949565","11.037071","11.071638"," 0.000000"," 0.000000"," 0.000000","13.536556","14.160872","14.864636","15.488348","15.508214","15.711963","13.005651","13.760620","14.675448","12.126065","11.693277","12.176114","10.012002","10.162324","14.574444","14.031324","14.564733","15.532580","20.079718","19.538115","20.775791","19.841310","21.415175","21.976346","22.977861","26.328524","28.207340","25.650873","21.142047","20.330065","17.617527","20.236746","18.100496","16.071211","17.354606","16.617408","20.775762","21.736301","23.328186"," 7.368744"," 4.871402"," 5.119764"
"Senegal","13.62140","14.52774","15.06669","14.63097","15.30702","15.77380","15.91073","16.98491","16.12744","17.84960","17.59241","18.00954","17.32006","17.12985","20.34123","19.60202","18.05611","19.11389","19.85976","19.81767","20.00566","19.38877","20.55545","21.21413","21.28088","20.39139","19.90217","20.04409","21.39234","21.12965","22.20924","22.13488","24.13517","23.64683","24.22787","23.82508","24.22541","23.35826","23.57531","23.24439","24.00819","23.88435","24.78379","24.20862","25.06737","23.68186","23.41522","23.63529","22.08173","22.00073","21.77618","23.30613","23.11180","24.29421","23.15260","23.59661","23.34405","23.27769","24.01345","23.57281","23.20904","23.91249","24.78760","24.30188"
"Singapore","16.35765","16.86248","17.59380","18.77892","21.25164","22.15109","22.23513","22.95575","23.86353","24.66888","26.93178","28.48382","30.91673","30.56485","31.22185","31.20834","31.97542","31.75097","31.40849","33.08705","34.88032","34.43002","33.33549","34.43297","35.15830","32.17327","33.12865","32.61748","33.58212","32.11936","30.85855","32.61788","32.28714","32.13797","31.30423","31.49226","31.55486","31.07038","32.08791","30.84563","32.45850","30.37966","30.74568","30.22480","31.88589","31.40765","30.89430","28.22577","26.41534","27.01632","26.63587","25.25959","25.02220","23.44273","24.16852","24.28802","23.24516","23.52506","25.39393","24.02135","23.20869","24.27736","23.74661","22.40036"
"Solomon.Islands"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 9.508772"," 9.674841"," 8.599568"," 9.325101"," 9.984212","10.264339","11.821909","12.972525","18.650594","18.244910","15.647664","16.860400","15.552035","15.556711","17.602305","17.601638","18.121505","17.244987","18.059077","18.656699"," 0.000000"
"Sierra.Leone"," 0.000000"," 0.000000"," 0.000000"," 0.000000","26.526874","26.840670","24.944072","26.148060","27.757264","26.249725","25.399921","26.219087","26.940797","24.372584","21.546597","19.531536","19.440383","19.442129","19.424985","19.192786","20.164431","17.876490","15.955126","14.178349","13.115955","12.958786","14.666329","17.929009","11.299170","10.165105","17.969427","33.791190","38.807389","31.114758","38.357553","36.066922","36.303206","27.094306","23.752648","24.305542","26.759211"," 5.126860"," 5.707304"," 6.689094"," 7.624753"," 7.299845"," 6.808550"," 6.255166"," 5.131749"," 4.273438"," 4.973957"," 5.048257"," 9.321970","13.570253"," 9.981432"," 2.831082"," 4.321536"," 3.318450","17.510686","17.930453","17.641067","19.164307","20.734262","26.033167"
"El.Salvador"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","23.14178","24.84293","24.65069","24.62763","25.02001","24.26297","24.80693","25.58162","24.27755","25.13266","26.51636","23.99711","22.90423","25.02462","23.65373","21.94541","22.47876","22.15950","22.34853","22.56262","23.35691","22.69277","25.58540","25.37956","26.51534","23.30755","22.99988","24.94461","26.26699","26.18325","25.48295","25.41826","25.21703","26.18313","26.87415","26.87772","27.07795","27.27514","26.95253","25.60392","24.47129","24.47179","24.52193","25.88129","24.97003","25.27591","26.19541","26.58936","26.12164","26.01353","25.28893","24.83483","25.17147","25.07551","25.34814","23.72475","24.10490","25.21001","24.95415"
"San.Marino"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","32.02417","32.40716","32.45303","36.21692","34.77866","35.61492","36.63556","37.59520"," 0.00000"
"Somalia"," 6.966640"," 6.559533"," 6.176915"," 5.816438"," 5.818847"," 5.158252"," 7.305265"," 7.974038","11.909180","13.196543","13.099893","14.345823","12.094223","12.164461","13.973701","10.567810","11.660653","11.031980"," 6.923546"," 8.836950"," 7.525517"," 7.050236"," 7.529800"," 6.800649"," 6.982796"," 7.327299"," 9.656428"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"
"Serbia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","35.44256","31.76605","31.33012","31.18640","30.58557","35.32751","32.78360","30.94629","28.73937","29.64345","28.85821","29.11121","28.27912","27.62846","24.55223","25.30237","26.61820","27.01820","28.24955","26.41285","26.42138","26.65427","26.77327","25.90621","25.55461","24.36276","24.38476","25.21801","23.97466"
"Sub.Saharan.Africa..excluding.high.income."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","33.87116","30.50714","29.82279","27.53223","26.71139","28.25906","28.73859","28.33585","28.72563","29.18531","28.56418","30.00119","28.78977","29.12875","30.91650","31.59041","30.37720","27.43496","26.53309","28.49196","27.19672","26.48054","26.88273","27.74496","28.48922","27.98711","28.19585","29.40288","25.74879","27.43966","29.34383","28.97275","28.18607","27.19107","24.15953","23.38852","25.46750","27.36593","26.94367","26.28335","27.61157","28.39203","27.10076"
"South.Sudan"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","59.18684","59.27783","61.14370","61.22564","51.15029","22.22483","46.69940","33.09454"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"Sub.Saharan.Africa"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","33.86630","30.50247","29.81837","27.52949","26.71094","28.25704","28.73300","28.33155","28.71971","29.17947","28.56205","29.99715","28.78867","29.12872","30.91965","31.59410","30.38345","27.44777","26.55642","28.51491","27.22090","26.51229","26.90153","27.73689","28.48366","27.98214","28.19101","29.39756","25.74494","27.43436","29.33821","28.96681","28.17745","27.18262","24.15099","23.37854","25.45369","27.35037","26.92869","26.27371","27.59938","28.37550","27.08499"
"Small.states"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","31.51334","30.54154","30.68594","27.72308","27.32198","27.60092","26.35493","26.33530","26.64728","26.92188","27.35533","28.53820","27.69985","29.66955","25.99570","26.95603","28.90608","28.55232","27.69717","26.46171","23.88125","23.30734","23.65419","24.17275","23.99787","23.89009","25.65744","27.96214","25.12890"
"Sao.Tome.and.Principe"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","15.616417","16.293834","14.689273","11.986506","12.111103","13.343708","12.816349","11.679459","10.329520"," 9.074703"," 8.388262"," 7.526113"," 6.058837"," 5.044572"," 4.355406"," 2.821002"
"Suriname","41.69594","38.30084","36.03099","34.97420","36.08631","37.07428","43.65642","45.24241","46.19847","45.38802","41.65151","43.32226","42.53887","44.20386","47.83457","32.11600","34.22354","36.43804","33.27668","33.82109","32.83019","32.33971","29.45355","27.39106","28.06713","27.03322","25.98204","23.31633","25.96899","25.17508","22.47683","18.07632","16.79025","16.14076","27.30354","29.22439","26.26033","27.16633","21.15835","21.88688","24.89050","24.76823","28.66302","26.79903","31.02889","33.84364","36.98307","37.06736","40.07012","34.29216","35.17052","35.10933","35.26226","32.25370","30.24748","27.25992","26.75536","38.27369","36.76224","33.88077","36.56067","37.70885","42.23052","39.86775"
"Slovakia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.58548","28.38789","26.99509","27.99574","28.37216","29.51005","29.92459","29.31775","30.77797","32.17088","32.05632","34.22533","33.40076","32.91639","29.28718","29.95665","29.92956","30.07110","27.95627","29.89481","29.93190","28.67045","28.07680","28.59302","29.14678","28.53773","28.49171","26.52404","32.86194"
"Slovenia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","29.33795","29.86698","30.62801","31.05886","30.97931","30.44541","30.59805","30.04148","30.29333","30.26349","29.81140","30.11341","30.59832","29.75537","27.38244","26.35187","26.54872","27.07244","27.13636","27.77362","27.62721","27.59980","28.03117","28.07187","28.55627","28.94488","28.17354","28.00983","29.70108"
"Sweden"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","29.35772","28.15993","27.85450","28.13557","29.26828","29.30023","28.92360","28.60009","28.38277","28.10445","26.78392","25.08406","24.14884","23.81064","24.75471","26.58045","25.96345","25.96069","26.03976","25.66722","25.99919","25.68018","25.45581","24.89481","24.74661","24.58211","24.84278","25.02473","24.14566","22.33500","23.85912","23.73388","23.10520","21.98490","21.60851","22.28367","21.95587","22.16371","22.18512","22.29257","21.81236","23.05553","24.02488","23.25101"
"Eswatini"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","31.47410","30.05464","33.89513","32.63158","27.49004","25.96754","22.33607","24.20213","28.96104","28.50780","24.85929","27.00422","28.74433","32.07292","31.13289","25.94208","25.63386","23.93353","22.62809","22.50857","21.34579","25.20705","31.92634","35.26982","37.38374","36.82849","36.22451","36.12920","36.83498","36.00901","37.74272","36.35384","37.64956","37.67271","36.74126","39.39411","39.47126","39.28223","38.32618","39.82485","39.78172","39.82493","40.41704","39.59144","39.90976","37.70556","36.77749","36.79896","36.03003","35.81515","36.59847","37.67787","34.90405","34.28849","34.44877","30.90208","32.37461","34.70290","34.60341"
"Sint.Maarten..Dutch.part."," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","12.932681","11.645039","11.261606"," 7.301341"," 6.967500"," 6.832958"," 6.877033"," 6.530379"," 7.270147"," 7.056708"," 6.028525"," 0.000000"," 0.000000"
"Seychelles"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","16.21302","13.82806","13.80296","15.11354","22.48252","25.39587","22.42773","22.68874","23.75635","26.39253","25.73254","22.56498","23.68122","22.73810","23.37217","25.99945","26.09635","27.01263","28.04646","32.58888","34.14384","35.00589","37.14314","39.00428","41.71757","40.37700","43.51176","39.39496","21.26644","23.57111","23.34387","23.01583","22.41435","20.18246","19.61349","20.69526","19.73438","16.54130","15.77005","14.20303","13.69095","11.77389","11.80998","12.21856","14.27155","11.75373","11.70970","12.02158"
"Syria"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","22.85294","23.26220","21.18552","21.35686","24.13380","23.13444","23.96360","23.08148","24.23662","26.25597","22.65262","25.76280","23.39652","22.75996","22.93674","22.23491","22.63316","19.49934","19.96270","23.79220","24.15029","21.77017","17.35328","18.10057","17.93575","18.10622","25.54595","28.57415","26.46070","29.96428","33.31907","30.12398","29.14387","28.26117","30.02350","31.18721","34.98301","34.05780","34.22428","27.29728","30.42652","33.73321","25.04881","23.19361","19.49523","15.49134","16.23678","17.20686","18.49595","15.91605","21.09040","18.66894","12.00096"," 0.00000"
"Turks.and.Caicos.Islands"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","15.015059","14.007339","14.094979","14.775392","16.716454","18.199112","20.223912","19.973957","19.543051","16.199590","11.936336"," 9.387360"," 9.501885"," 9.831777"," 9.298156"," 9.666267"," 9.464750"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"
"Chad"," 9.195080"," 9.776486"," 8.872967"," 9.379838"," 9.866685","11.168384","12.395562","12.765492","13.886536","12.817411","12.576827","12.604904","12.919543","14.775351","14.968069","14.955041","14.915783","13.680647","13.177378","10.514424"," 9.039080","11.888799","12.549459","13.184517","15.536773","12.717833","14.556705","13.970164","12.932162","15.886467","16.875490","12.903132","13.047328","13.606525","11.728237","13.342965","12.446953","13.667107","12.872171","12.214345","10.912674","13.083135","14.259870","30.065548","39.098202","39.272336","39.110330","37.840974","40.201199","32.760570","36.200247","40.996873","43.252663","40.459343","39.690915","33.584708","32.814171","30.429411","31.468762","32.729092","35.726240","39.585412","50.686616","44.371298"
"East.Asia...Pacific..IDA...IBRD.countries.","48.41243","36.44035","35.68874","37.30383","39.74779","39.67101","42.30008","38.53695","35.16662","38.97129","43.96247","45.90405","46.79381","46.06527","43.76803","46.06911","44.29105","45.43961","43.93208","45.20934","43.91070","41.45627","40.22128","41.87199","41.00380","40.27872","39.33533","39.11302","39.54233","39.93075","39.66745","40.26440","40.76740","41.87732","42.19140","43.02977","43.73920","44.28726","43.71833","43.30904","43.69896","43.78159","43.57016","44.17294","44.61072","45.55814","46.05226","45.52033","45.76203","44.83865","44.79576","44.95308","44.10445","43.03779","42.16255","40.13998","38.99750","39.27247","39.21023","38.18741","37.45443","38.93549","39.12452","38.01279"
"Europe...Central.Asia..IDA...IBRD.countries."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","48.79185","46.12386","47.05051","43.70413","39.97093","39.87119","33.33187","32.85328","32.30937","31.43749","30.06311","29.76229","28.94444","27.65080","27.65231","29.17257","29.88301","30.20979","30.23618","30.34687","29.13059","29.55004","30.00419","29.49457","28.79274","28.94322","29.29077","28.99758","29.62557","30.52878","29.80751","28.58006","30.00707","30.83105","29.19738"
"Togo"," 0.00000"," 0.00000"," 0.00000","19.75307","20.31249","22.06897","22.03390","23.33333","21.86978","21.26437","20.08141","21.73382","19.63470","20.24336","34.20046","27.35776","22.23037","22.03791","22.45763","22.50940","23.86745","22.79070","23.39637","20.20134","18.80178","18.89051","19.78770","21.07086","21.49964","24.32808","26.22572","27.97250","28.08540","25.22923","25.70879","27.10042","25.71073","23.40145","25.00355","23.88029","30.30283","29.37862","30.21987","31.07419","28.03860","24.42971","25.05115","26.20517","23.78681","20.59746","20.27238","21.69524","19.95209","22.12824","23.77219","22.79404","20.88354","20.40174","21.02961","19.34441","20.15847","20.16935","20.14114","20.16984"
"Thailand","18.51649","19.16465","20.94294","21.02700","21.70003","22.88534","22.50556","24.95745","24.90572","24.93663","25.30529","27.05346","27.27807","26.78973","26.64756","25.78305","27.61905","29.34325","29.55756","30.34532","28.67806","30.09919","29.50976","30.58321","31.97537","31.84269","33.08294","33.34316","34.57999","36.25153","37.22474","38.65788","38.05584","36.85486","36.99519","37.27802","37.08129","36.56460","36.11173","36.37890","36.66941","36.32100","36.89443","37.91817","37.90230","38.50521","39.14686","39.43137","39.47961","38.60860","39.92173","37.98140","37.34369","36.89859","36.76304","36.17918","35.58677","35.01876","34.74249","33.59391","33.29072","35.04965","35.15209","32.88654"
"Tajikistan"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","42.21106","40.13491","42.74194","39.24419","36.23188","37.58573","36.39053","49.61360","41.92148","33.60891","37.56060","29.17545","25.92401","24.95360","27.45996","35.27733","36.18457","35.14058","33.11631","30.91628","27.36658","27.36417","26.42842","24.55752","24.50881","24.97663","22.46875","22.04263","23.11516","22.60474","30.22021","32.21337","31.84686","34.39836","33.06215","33.79654","35.17768","34.70258"," 0.00000"
"Turkmenistan"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","40.00000","37.03704","35.71429","30.00000","30.50847","12.18750","59.78044","44.83945","59.09509","65.21419","45.02790","40.57163","43.64996","41.06069","41.97199","40.29841","38.88562","37.87185","37.06399","35.79017","37.70963","60.54579","60.91024","59.13116","65.86929","66.57986","63.42771","60.66960","54.29333","51.43254","47.04389","44.90640","42.41228","37.38269","37.12420","40.44777","39.27220"
"Latin.America...the.Caribbean..IDA...IBRD.countries."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","49.69366","48.44262","45.22287","45.26442","45.98015","44.07023","44.13694","42.97079","42.75554","46.00857","41.57522","40.21742","40.39858","40.24948","39.76181","36.99520","36.52953","36.99140","36.46456","37.37140","36.52227","36.69745","36.35768","37.81395","37.54283","32.78623","31.05643","31.02996","33.19969","32.31484","27.77214","27.45499","27.93451","27.32426","28.29809","29.24950","28.94912","29.51895","29.26101","30.36306","30.45587","30.98528","30.15289","30.23553","27.74408","28.92734","28.73794","28.37162","27.39822","26.65755","28.84918","27.82892","27.93723","28.91736","28.71243","28.76313","31.02968","31.81319","31.03946"
"Timor.Leste"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","16.085961","13.179088","11.920235","10.175147"," 5.496810"," 5.292471"," 5.039309"," 5.315189"," 7.702511","10.034586"," 9.137312","12.985746","12.791139","20.106211","16.979297","18.370762","19.229114","15.780529","16.499022","30.413145","36.752009","62.188643","54.512344","23.866324"
